Song,Nation,Year,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh,bpm
Casseopaya - Melodies Of Silence (Part I),Germany,1993,0.04221786736344408,0.6395559559692822,-8.089606913993299,-23.308595684560874,15.218988770567574,0.014343971631205675,0.7554588019901824,-24.70860630675943,-37.32116247275811,12.61255616599868,0.03220760233918129,0.535111824433082,-10.494293077904574,-25.31171785547235,14.817424777567776,0.019130272489734975,0.7045472378037965,-18.0587332497223,-37.65276983201145,19.594036582289146,132.51201923076928
Casseopaya - Melodies Of Silence (Part II),Germany,1993,0.04215231203671021,0.6839458764716071,-8.341257230899586,-22.92970908348882,14.588451852589237,0.019919108130368277,0.7453000259226757,-22.054657457365263,-34.97007702916463,12.915419571799367,0.03241646076008942,0.6320663795207763,-10.595753653213075,-25.334906433933625,14.739152780720554,0.01280915401811978,0.6525238744016838,-21.72613820128376,-42.15669325786742,20.430555056583653,135.99917763157896
Casseopaya - Melodies Of Silence (Part III),Germany,1993,0.03495335365853659,0.8152217774533417,-11.17772084920416,-26.573121817772474,15.395400968568309,0.015903658536585364,0.8469273864823783,-26.79344770039201,-38.74880897333821,11.955361272946195,0.024419207317073168,0.7772422459573642,-14.39866791447542,-29.640210162154908,15.241542247679485,0.013918597560975614,0.7406065608801639,-20.116705015088918,-38.40653321264474,18.28982819755583,135.99917763157896
Casseopaya - Naka,Germany,1994,0.038134862956810636,0.9679133261498449,-9.315546947586816,-24.1904798442534,14.874932896666586,0.020568417774086384,0.8930399244943582,-17.422309052591757,-29.546740282423663,12.124431229831899,0.02461223006644518,0.9792775659837133,-13.136058228263273,-28.24510799557008,15.109049767306809,0.017058243355481728,0.9848876586666825,-17.53796437883646,-39.47284375757011,21.93487937873365,143.5546875
Casseopaya - Neutron Dance (Mix 1),Germany,1991,0.04658576404005224,0.9262547783276026,-7.338019300070601,-21.662523293065938,14.324503992995337,0.02880169786678276,0.9589408583836555,-13.389495906905951,-24.65928965750643,11.26979375060048,0.023858293426208096,0.9524884601021805,-14.056803667184527,-29.461740855314517,15.404937188129994,0.016406181976491078,0.7131398238899617,-17.5210425694555,-37.4075342784984,19.8864917090429,129.19921875
Casseopaya - Neutron Dance (Mix 2),Germany,1991,0.038093767287479256,0.8524475206837674,-9.450017649149643,-24.40116981908409,14.951152169934447,0.01859441268670478,0.9246969670464079,-18.307726076737673,-29.98216236788084,11.674436291143163,0.026938963673243593,0.8448567208743131,-12.585038686218756,-27.940322957910123,15.355284271691371,0.01158399409920708,0.7494381846739159,-22.26130717759948,-39.69393438166161,17.432627204062136,129.19921875
Casseopaya - Neutron Dance (Mix 3),Germany,1991,0.04994977678571428,0.9121353274459403,-6.699739634631361,-21.921994427777065,15.222254793145703,0.025751116071428572,0.8713286039772721,-14.87821947670772,-26.601984828630513,11.723765351922792,0.034732142857142864,0.9119800996578551,-10.425846244278947,-26.82519708984502,16.39935084556607,0.013700892857142858,0.7803770312668196,-19.657589218463837,-39.848066424914684,20.190477206450844,129.19921875
Casseopaya - One Night In Paris,Germany,1994,0.030701611590428134,0.2494537075271718,-12.30926281421018,-28.05132410335569,15.742061289145505,0.01106096369851864,0.2884840889263233,-27.215837467321958,-39.061581275299446,11.8457438079775,0.022996907048673288,0.05252984805122673,-15.051246618874092,-30.520522529431236,15.46927591055714,0.013113299690704868,0.38905300081795624,-22.134746995346685,-41.11204517657702,18.97729818123033,139.67483108108104
Casseopaya - Overdose,Germany,1993,0.04973131726542367,0.7978380343030217,-6.992804789107178,-23.46814883803105,16.47534404892387,0.022628088525087166,0.9390354017864246,-19.0312679797952,-31.01508601914871,11.983818039353512,0.028948764589965138,0.7539435662782847,-12.853198653168642,-28.5904211884497,15.737222535281058,0.02471843262088828,0.5015903670588097,-14.193596537386629,-35.835711499733755,21.642114962347122,139.67483108108107
Casseopaya - QXL,Germany,1993,0.05710096294134812,0.7583693953014002,-5.010003256036882,-16.840906724398124,11.830903468361244,0.03248492364555977,0.6752420623930081,-11.058969293986154,-22.28939212359722,11.230422829611069,0.04343351814025873,0.6923986323162877,-7.7466003575767095,-21.530878198823345,13.784277841246636,0.014278766656939987,0.5745986499930769,-21.454661353187845,-41.891191124965886,20.43652977177804,200.0
Casseopaya - Riot Cracker,Germany,1993,0.052793392884645,0.7346059630615611,-6.240799495003066,-22.505884070891316,16.26508457588825,0.02305059294624981,0.6547034763484355,-16.085006667155056,-27.199370095784396,11.114363428629337,0.02915408901894348,0.6652722330803575,-12.20700338797214,-27.91966494598242,15.71266155801028,0.02920491298321269,0.7697348504603574,-11.990327369406435,-31.20044445821906,19.21011708881263,172.265625
Casseopaya - Somewhere In France,Germany,1994,0.023429238562608836,0.8445850721849479,-14.60781487564653,-30.052500844850403,15.444685969203867,0.013354044641443722,0.8710307094709986,-22.807127200337753,-34.470141563841565,11.663014363503807,0.014483140731359824,0.6817874483309273,-19.676138729404027,-36.57813724183651,16.901998512432474,0.010751543454171284,0.7301208981604262,-24.213508732558978,-47.146754590766946,22.933245858207968,156.60511363636363
Casseopaya - Space Theme,Germany,1992,0.0661476302126947,0.8604325168001162,-3.8400792906052548,-18.01004249948536,14.169963208880107,0.03539273153575616,0.8509425406558431,-10.853015194296143,-22.42394565658766,11.570930462291516,0.03897337129459052,0.8501505896918308,-8.866294671376513,-23.86364564204682,14.997350970670304,0.03327625188410652,0.7343565588081993,-10.776652724059328,-29.65924529903564,18.88259257497631,139.67483108108107
Casseopaya - Strawberry Ice,Germany,1994,0.06069326456310681,0.9704855078740354,-4.215667080854733,-19.667905615044578,15.452238534189846,0.02541059870550162,0.9421369580279622,-15.096712668951897,-26.12686275702429,11.030150088072396,0.03769720873786408,0.9670893124480531,-9.206759533356907,-26.11562911410808,16.908869580751176,0.038077467637540455,0.921375924925271,-9.028910161007028,-31.098399465966544,22.069489304959514,140.0
Casseopaya - The Milkman's Return,Germany,1994,0.040786500366837855,0.6200562505447321,-8.659303681449883,-24.47415192352227,15.814848242072388,0.023792736610418197,0.6123779190034291,-15.32267950987123,-28.055142844802436,12.732463334931206,0.02416507703595011,0.513784106939416,-13.86871780439501,-32.024964767886765,18.156246963491753,0.022196625091709467,0.5563653881289042,-15.137664644644246,-36.974089976871454,21.836425332227204,128.0
Casseopaya - Time To Groove,Germany,1994,0.03616200513444129,0.41313503733115275,-10.017064062964169,-26.355808167456537,16.33874410449237,0.015217200378327255,0.22739734525775798,-21.62656584503454,-33.3003050269507,11.673739181916154,0.02497939467639508,0.3597933889792457,-13.526268259362435,-29.565931710411093,16.039663451048654,0.016148831239021756,0.5069378290826695,-18.70761289107819,-38.376906748878746,19.669293857800557,143.5546875
Casseopaya - Trance Theme,Germany,1992,0.04521483657730445,0.8762137465817568,-7.758322127529407,-22.61691023877016,14.858588111240751,0.02587311788468601,0.8419925535415734,-15.23276135578191,-27.01243399703228,11.779672641250366,0.026221538744032317,0.9328387869861933,-13.132826594391794,-27.858680958476853,14.725854364085063,0.017315001836210063,0.41813904068273916,-20.382535710633334,-41.59792826871835,21.21539255808502,134.0
Casseopaya - Xenophobia,Germany,1993,0.05321579938780315,0.884487698318713,-6.139242130965074,-20.28505407345231,14.145811942487235,0.031224982340475632,0.9577067358658432,-11.859510893629352,-22.342408787447958,10.482897893818608,0.02478749705674594,0.9003111969942509,-13.312560957263692,-29.142185055344758,15.829624098081064,0.024511419825759363,0.5966595876270705,-13.284278556848097,-32.80622542808735,19.521946871239255,164.0
Caunos - Chilliwack,Germany,1994,0.039356139918709204,0.5662984001701034,-10.077656547077584,-26.584339991257934,16.506683444180357,0.016156854292400546,0.5350272101813766,-25.381239059051026,-37.2006231403813,11.819384081330279,0.026808104446360385,0.46626675889532176,-14.575303193528905,-31.042151246040984,16.46684805251208,0.018046557457815006,0.3874942523723014,-17.915552814334266,-37.00991538527543,19.09436257094117,143.5546875
Caunos - Herzsprung 1,Germany,1994,0.051783323032550475,0.7667048085715459,-6.29341053924479,-20.399717937362787,14.106307398117996,0.026574474660074173,0.7880031679618205,-14.130981835770989,-24.438214388401217,10.307232552630229,0.031237124021425634,0.6092611291951046,-11.738412406473396,-27.062221142271536,15.323808735798139,0.019909610630407915,0.6000384849633461,-18.378978682316646,-37.37084446649625,18.991865784179602,135.99917763157896
Caunos - The Rhythm,Germany,1994,0.04871690258118235,0.8255823959428905,-6.761707983736134,-23.218919208627923,16.457211224891793,0.02442714404662781,0.9252015153559231,-14.717013264025692,-25.856576275208926,11.139563011183236,0.03191548709408826,0.780862396914834,-11.40294391589272,-27.43556702402242,16.032623108129695,0.01628184845961699,0.5763784977241947,-19.549588735137707,-38.42873343981292,18.879144704675213,138.0
Cell-U-Loid - Mind Solution,Germany,1992,0.04346441124780317,0.8772232050268333,-8.544037610343018,-23.252348682409593,14.708311072066575,0.027619727592267135,0.8250442691527671,-17.413600614407557,-29.50232321186757,12.088722597460011,0.020668570591681316,0.8287701384637182,-16.59050344071857,-32.50071554826725,15.910212107548688,0.016993263034563565,0.7336401330062107,-17.788802420657557,-37.05330288082232,19.264500460164772,151.99908088235293
Centory - Can I Hear You More,Germany,1994,0.06952282303370787,0.7778388235676937,-3.1179089340100496,-18.130963793131556,15.013054859121507,0.032554073033707866,0.9338243760209707,-12.521941639288094,-23.46700412894713,10.945062489659039,0.036382022471910115,0.7119946361523719,-9.312974577941857,-24.96643543159693,15.653460853655073,0.03641116573033708,0.422624400636383,-9.994647655125041,-27.914306533827187,17.919658878702148,143.5546875
