Song,Nation,Year,BPM
Be Zet - Blue Illusion (Flat Horizon Mix),Germany,1994,129.19921875
Be Zet - Blue Illusion (Illuminate Mix),Germany,1994,143.5546875
Be Zet - Outerspace Girl,Germany,1993,161.4990234375
Be Zet - Walk Now,Germany,1993,151.99908088235293
Beat in Time - Dogflight,Germany,1990,123.046875
Beat in Time - Is it not enough,Germany,1991,126.04801829268291
Beat in Time - Is it not enough (Dub mix),Germany,1991,126.0480182926829
Beat in Time - Make Some Noise,Germany,1991,126.04801829268291
Beat in Time - Opera One (Mix),Germany,1990,126.04801829268288
Beat in Time - Rock Baby Rock,Germany,1990,120.18531976744181
Beat in Time - Studio,Germany,1991,126.0480182926829
Beat in Time - The Real Time (Kurz mix),Germany,1990,126.0480182926829
Beat in Time - The Real Time (Remix),Germany,1990,126.0480182926829
Beat in Time - Time,Germany,1990,126.0480182926829
Beat In Time - Too Hot (Marimba Mix),Germany,1990,126.0480182926829
Beat In Time - Too Hot (Piano Mix),Germany,1990,123.046875
Beat Synthicate - Money In My House,Germany,1989,120.18531976744181
Beat Synthicate - The Real Estate (Low Budget Mix),Germany,1989,120.18531976744183
Ben Ben and No Ben - Rotes Haar (Der Mohn),Germany,1994,151.99908088235293
Ben Ben and No Ben - Rotes Haar (Schwarzer Asphalt),Germany,1994,151.99908088235293
Beverlee - Set Me Free,Germany,1990,126.04801829268288
Bi-Face - 1992 - 137 Ambience ,Germany,1992,135.99917763157896
Bi-Face - 303 We Hate You,Germany,1992,129.19921875
Bi-Face - Flota (One) ,Germany,1992,132.51201923076928
Bi-Face - Flota (Two),Germany,1992,129.19921875
Bi-Face - Free,Germany,1992,132.51201923076925
Bi-Face - Lock,Germany,1992,132.51201923076925
Bi-Face - Mouthpad ,Germany,1992,135.99917763157896
Bi-Face - Slo-Fast,Germany,1992,109.95678191489361
Bio Phobith Feat. Search & Destroy - Madonna,Germany,1994,151.99908088235293
Biochip C - Cryin' 4 More (Nervous Breakdown),Germany,1993,105.46875
Biochip C - Cum-Shot,Germany,1993,103.359375
Biochip C - Damnation,Germany,1994,147.65625
Biochip C - Dikdik's Chase ,Germany,1994,101.33272058823528
Biochip C - El Otro Mundo De Jaime,Germany,1994,161.4990234375
Biochip C - Go Berserk!,Germany,1993,101.33272058823526
Biochip C - Hell's Bells (Original Mix),Germany,1993,159.01442307692307
Biochip C - Hörsturz,Germany,1993,159.01442307692307
Biochip C - I Never Promised You A Datajack ,Germany,1994,195.0176886792453
Biochip C - Jihad. Nightbreed Vs Cenobites,Germany,1993,181.3322368421053
Biochip C - Juice Control,Germany,1993,109.95678191489357
Biochip C - Mary Juana,Germany,1994,164.0625
Biochip C - Massive Toad Activity,Germany,1994,105.46875
Biochip C - Metempsychosis,Germany,1994,166.70866935483878
Biochip C - No Ending ,Germany,1994,101.33272058823528
Biochip C - Positiv ,Germany,1994,132.51201923076928
Biochip C - Return To Annexia,Germany,1993,129.19921875
Biochip C - Saturating,Germany,1994,126.0480182926829
Biochip C - Strange Invaders (Rmx),Germany,1993,103.359375
Biochip C - The Mindclearer,Germany,1994,151.99908088235293
Biochip C - The Nightbreed Is Back,Germany,1993,198.76802884615384
Biochip C - Tod durch Wendy,Germany,1993,126.04801829268291
Biochip C - Twilight Love,Germany,1993,107.666015625
Biochip C - Wait A Minute,Germany,1993,184.5703125
Biochip C - Walking On Water ,Germany,1993,129.19921875
Biochip C. - Juice Control,Germany,1993,109.95678191489357
Biochip C. - Tod durch Wendy,Germany,1993,126.04801829268291
Biochip C. - Wait A Minute,Germany,1993,184.5703125
Bionic Boom - Phraser ,Germany,1993,139.67483108108107
Bionic Boom - The Ride!,Germany,1993,147.65625
Biosphere #1 - Movements of silence (Glass Dome version),Germany,1991,132.51201923076928
BIZ - Energetic Loops,Germany,1994,161.4990234375
Biz - That's Me,Germany,1994,105.46875
Blind Vision - Bestialic Beat,Germany,1989,114.84375
Blind Vision - D.D.F. (12'' Mix),Germany,1990,120.18531976744181
Blind Vision - Don't Look At Me (G-Mix),Germany,1990,123.046875
Blind Vision - Don't Look At Me (M-Mix) ,Germany,1990,123.046875
Blind Vision - Get Out (Of Me),Germany,1992,117.45383522727272
Blind Vision - Near Dark (Dark Version),Germany,1992,129.19921875
Blind Vision - Near Dark (Sample Mix),Germany,1992,129.19921875
Blind Vision - Tanz Den Teufel (Dance The Devil),Germany,1989,109.95678191489358
Blind Vision - Vietnam (Nam Redyalc Mix) ,Germany,1992,195.01768867924528
Blockbuster - The Hills Have Eyes,Germany,1994,139.67483108108107
Blooming Scut - The Depths Of Green Valley,Germany,1994,147.65625
Body Parts - Body To Body (Club Mix),Germany,1994,143.5546875
Body Parts - Body To Body (No Mercy Mix),Germany,1994,143.5546875
Bombast Broz - Listen to my Music (Boing Mix),Germany,1990,100.0
Bombast Broz - Listen to My Music (Demo Version),Germany,1990,100.0
Bombast Broz - Listen to my Music (Penthouse Mix),Germany,1990,100.0
Boney M - Ma Baker (Borsalino Trance Mix),Germany,1993,129.19921875
Boney M - The Most Wanted Woman (Beat Unlimitd Mix) ,Germany,1993,129.19921875
Boney M. - Ma Baker '93 (Bonnie & Clyde Mix) ,Germany,1993,129.19921875
Boom Operators feat. The Boom & Voov - 1992 - Metamorphia (The LSA Flatline Mix),Germany,1992,135.99917763157896
Boom Operators feat. The Boom & Voov - The Block,Germany,1992,135.99917763157896
Boris - DIsorder,Germany,1992,159.01442307692307
Boris - Euklid,Germany,1992,161.4990234375
Boris - Polka,Germany,1992,103.359375
Boris - Tohuwabohu,Germany,1992,159.01442307692307
Brain Unltd. - Atlantic Ocean,Germany,1992,129.19921875
Brain Unltd. - Body - Mind ,Germany,1992,135.99917763157896
Brain Unltd. - Hospital ,Germany,1992,132.51201923076928
Brain Unltd. - Mind The Brain (Original),Germany,1992,143.5546875
Brain-e - Are You Ready,Germany,1991,129.19921875
Brain-e - Space Your Mind,Germany,1991,139.67483108108107
Brain-e - What A Bassline,Germany,1991,129.19921875
Brainchild - Franky's,Germany,1994,147.65625
Brainchild - Hypnotic Shuffle,Germany,1993,132.51201923076925
Brainchild - Sedona,Germany,1994,147.65625
Brainchild - Symmetry (C-Mix),Germany,1994,139.67483108108107
Brainchild - Symmetry (P-Mix),Germany,1994,135.99917763157893
Brainchild - Synfonica,Germany,1993,139.67483108108107
Braindub - In My Brain,Germany,1994,184.5703125
Braindub - Religion,Germany,1994,135.99917763157896
Braindub - The Seed ,Germany,1994,114.84375
Braindub - Time Is Up! ,Germany,1994,195.0176886792453
Brainwalker - Andschinukukulunga (AM Mix),Germany,1993,147.65625
Brett - Davaricz,Germany,1992,132.51201923076928
"Brett - Freedom, Love & Ecstasy",Germany,1992,129.19921875
Brigade Werther - Killbeat,Germany,1990,120.18531976744181
Brigade Werther - Screenland Retake,Germany,1990,123.046875
Brothers in Love - A Special Kind Of Love (Brothers in Rhythm Remix),Germany,1993,120.18531976744181
Brothers in Love - A Special Kind Of Love (Radio Mix),Germany,1993,132.51201923076925
Bug O-Four - W,Germany,1991,135.99917763157896
Bug O-Four - X,Germany,1991,129.19921875
Bug O-Four - Y,Germany,1991,132.51201923076928
Bunker Youth - Love Those Who Fight Against Oppression (Free At All - Dub),Germany,1990,117.45383522727273
Burger Industries - Back To Jack,Germany,1992,135.99917763157896
Burger Industries - Chelsea Girls,Germany,1993,143.5546875
Burger Industries - Die Wüste Wächst,Germany,1993,114.84375
Burger Industries - Disintegration,Germany,1993,166.70866935483872
Burger Industries - Fountain of Love,Germany,1993,135.99917763157896
"Burger Industries - Idee, 30.Okt. 1970",Germany,1993,132.51201923076925
Burger Industries - Interstate 10,Germany,1992,139.67483108108104
Burger Industries - Jailhouse Rock (Part 2),Germany,1994,129.19921875
Burger Industries - Kosher Delight,Germany,1993,120.18531976744181
Burger Industries - Mushroom,Germany,1992,135.999177631579
Burger Industries - My Mike Is Your Mike & Your Mike Is Mine,Germany,1993,105.46875
Burger Industries - Priscilla,Germany,1994,109.95678191489357
Burger Industries - Sascha The Flower Thief,Germany,1993,129.19921875
Burger Industries - Son Of The King,Germany,1994,129.19921875
Burger Industries - Texas Fever,Germany,1994,135.99917763157896
Burger Industries - The Peyote Queen,Germany,1992,178.20581896551724
Burger Industries - The Walkthrough,Germany,1993,147.65625
Burger Industries - What's The Name Of It,Germany,1992,132.51201923076928
Bypass X - Feel The Force,Germany,1992,135.99917763157896
Bypass X - Holy Lab Work,Germany,1992,139.67483108108104
Bypass X - Residential Area,Germany,1992,181.33223684210523
Bypass X - Sensolyte,Germany,1992,139.67483108108107
C-Tank - 1st Experiment ,Germany,1993,112.34714673913048
C-Tank - 2nd Experiment,Germany,1993,109.95678191489358
C-Tank - Acid Resolution,Germany,1994,126.04801829268291
C-Tank - Air Bounce,Germany,1993,181.33223684210523
C-Tank - Biolunch,Germany,1993,198.7680288461538
C-Tank - Breakcore,Germany,1994,191.40625
C-Tank - C-Machine,Germany,1994,191.40625
C-Tank - Communication = Zero,Germany,1992,164.0625
C-Tank - Cosmonoise,Germany,1993,191.40625
C-Tank - Decopath,Germany,1994,220.0
C-Tank - Drugtrash,Germany,1993,164.0625
C-Tank - Fire,Germany,1994,169.44159836065572
C-Tank - First Fright (Remix),Germany,1993,178.2058189655172
C-Tank - First Fright (Video Mix),Germany,1993,191.40625
C-Tank - Flying Noise,Germany,1992,143.5546875
C-Tank - Hardtrance Over Flow,Germany,1992,147.65625
C-Tank - Holomania,Germany,1993,187.92613636363643
C-Tank - House Hallucination,Germany,1993,159.01442307692304
C-Tank - Illegal Consume,Germany,1993,101.33272058823529
C-Tank - Jesus,Germany,1994,178.2058189655173
C-Tank - Kansas Or Cansas,Germany,1994,252.0
C-Tank - Life Is Hell,Germany,1994,181.33223684210523
C-Tank - Lost And Intellect ,Germany,1993,178.20581896551724
C-Tank - Monotonic,Germany,1993,178.20581896551727
C-Tank - Mutation Step,Germany,1993,181.33223684210526
C-Tank - Nightmares Are Reality,Germany,1993,178.20581896551724
C-Tank - Psycho Fly,Germany,1993,191.40625
C-Tank - Ravedrug,Germany,1994,169.44159836065572
C-Tank - Space Paranoia,Germany,1993,181.33223684210523
C-Tank - Speed Will Never Die,Germany,1993,198.7680288461538
C-Tank - Spirit Of Kaos,Germany,1993,101.33272058823528
C-Tank - Stand By 4 Bass,Germany,1994,114.84375
C-Tank - Subway X,Germany,1992,149.79619565217394
C-Tank - Tank Trip,Germany,1993,172.265625
C-Tank - Terminator 3 (Modulation Nation),Germany,1993,191.40625
C-Tank - The Party Is Over,Germany,1994,139.67483108108104
C-Tank - The Rave Zone,Germany,1993,184.5703125
C-Tank - The Scotch Style,Germany,1992,139.67483108108107
C-Tank - Tonstörung,Germany,1994,172.265625
C-Tank - Trance- Never Heard Before,Germany,1993,178.20581896551727
C-Tank - Trancefiction,Germany,1994,198.7680288461538
C-Tank - Tripper,Germany,1993,114.84375
C-Tank - Tunnel Inspection,Germany,1994,172.265625
C-Tank - Walk On Base,Germany,1992,143.5546875
C-Tank - Walk On Base (Remix),Germany,1993,169.44159836065575
C. C. Catch - Baby I Need Your Love,Germany,1989,123.046875
C. C. Catch - House Of Mystic Lights (Album Version),Germany,1990,109.95678191489357
C. C. Catch - Midnight Hour (7' Dub Version) ,Germany,1989,107.666015625
C. C. Catch - Nothing's Gonna Change Our Love ,Germany,1989,120.1853197674418
C. Catch - Feels Like Heaven,Germany,1989,184.5703125
C. Özmaden and F. Simon - Devil In My Mind,Germany,1993,161.4990234375
C. Özmaden and F. Simon - Mother Nature (Energy Mix),Germany,1993,143.5546875
C. Özmaden and F. Simon - Power Trance (Servo-Remix),Germany,1993,143.5546875
C.Y.B.E.R.F.U.N.K. - Extasy Territory,Germany,1992,132.51201923076925
C.Y.B.E.R.F.U.N.K. - Kira Peak,Germany,1992,129.19921875
C.Y.B.E.R.F.U.N.K. - Live At The Wunderbar (Part 1),Germany,1991,129.19921875
C.Y.B.E.R.F.U.N.K. - Live At The Wunderbar (Part 2) (The Peak Mix),Germany,1991,129.19921875
C.Y.B.E.R.F.U.N.K. - Peak Society,Germany,1992,129.19921875
Candy Beat - Feel Alright (Radio Edit) ,Germany,1992,129.19921875
Candy Beat - Feel Alright (Sax-Mix) ,Germany,1992,129.19921875
Candy Beat - Feel Alright (Synt-Mix),Germany,1992,126.04801829268291
Candy Beat - Sax'y (Remix),Germany,1992,126.0480182926829
Candy Beat - Universe,Germany,1992,126.0480182926829
Captain Hollywood - All I Want (Flashin' Club Dub),Germany,1993,120.18531976744181
Captain Hollywood - All I Want (Flashin' Deep Dub),Germany,1993,123.046875
Captain Hollywood - All I Want (MK Blades Dub),Germany,1993,120.18531976744181
Captain Hollywood - All I Want (MK Dub),Germany,1993,117.45383522727273
Captain Hollywood - Rhythm Of Life (Flashin' Club Mix),Germany,1994,117.45383522727273
Captain Hollywood Project - Flying High (Spaceship Mix),Germany,1994,151.9990808823529
Captain Hollywood Project - Impossible,Germany,1993,129.19921875
Captain Hollywood Project - Impossible (Original club mix),Germany,1993,135.99917763157896
Captain Hollywood Project - Love 4 U Love 4 Me,Germany,1993,109.95678191489358
Captain Hollywood Project - More and more (12'' Version),Germany,1992,126.04801829268291
Captain Hollywood Project - More And More,Germany,1992,126.04801829268293
Captain Hollywood Project - More And More (underground mix),Germany,1993,126.0480182926829
Captain Hollywood Project - Nothing's Gonna Stop Me,Germany,1993,129.19921875
Captain Hollywood Project - Only with you,Germany,1993,129.19921875
Captain Hollywood Project - Only With You (Faze 2 edit),Germany,1993,129.19921875
Captain Hollywood Project - Only With You (magic remix),Germany,1993,129.19921875
Captain Hollywood Project - Rhythm of Life,Germany,1993,109.95678191489357
Captain Hollywood Project - Rhythm Takes Control,Germany,1993,129.19921875
Captain Hollywood Proyect - All I want,Germany,1993,129.19921875
Cardiac Infarction - Flying (Ba-Da-Da),Germany,1993,161.4990234375
Cardiac Infarction - Jamaican Solution ,Germany,1993,161.4990234375
Cardiac Infarction - Moondancer ,Germany,1993,184.5703125
Casalla - Never Stop The Rhythm (Extended Mix) ,Germany,1994,143.5546875
Casalla - Never Stop The Rhythm (Happy Mix),Germany,1994,143.5546875
Casalla - Sometimes Your Love (Casalla Mix),Germany,1994,143.5546875
Casalla - Sometimes Your Love (Club Edit) ,Germany,1994,135.99917763157896
Casseopaya - 10 Seconds To Terminate Life,Germany,1993,187.92613636363643
Casseopaya - 2001,Germany,1994,156.60511363636363
Casseopaya - Analogue Noisegate,Germany,1993,184.5703125
Casseopaya - Aquatic Wave,Germany,1994,126.0480182926829
Casseopaya - AVT Experience,Germany,1993,169.44159836065572
Casseopaya - Basic Theme,Germany,1992,135.99917763157896
Casseopaya - Be My Dream,Germany,1993,156.60511363636357
Casseopaya - Confession,Germany,1993,139.67483108108107
Casseopaya - Cosmic Communication,Germany,1993,143.5546875
Casseopaya - Happy Beats,Germany,1993,107.666015625
Casseopaya - Melodies Of Silence (Part I),Germany,1993,132.51201923076928
Casseopaya - Melodies Of Silence (Part II),Germany,1993,135.99917763157896
Casseopaya - Melodies Of Silence (Part III),Germany,1993,135.99917763157896
Casseopaya - Naka,Germany,1994,143.5546875
Casseopaya - Neutron Dance (Mix 1),Germany,1991,129.19921875
Casseopaya - Neutron Dance (Mix 2),Germany,1991,129.19921875
Casseopaya - Neutron Dance (Mix 3),Germany,1991,129.19921875
Casseopaya - One Night In Paris,Germany,1994,139.67483108108104
Casseopaya - Overdose,Germany,1993,139.67483108108107
Casseopaya - QXL,Germany,1993,101.33272058823529
Casseopaya - Riot Cracker,Germany,1993,172.265625
Casseopaya - Somewhere In France,Germany,1994,156.60511363636363
Casseopaya - Space Theme,Germany,1992,139.67483108108107
Casseopaya - Strawberry Ice,Germany,1994,112.34714673913045
Casseopaya - The Milkman's Return,Germany,1994,129.19921875
Casseopaya - Time To Groove,Germany,1994,143.5546875
Casseopaya - Trance Theme,Germany,1992,178.20581896551724
Casseopaya - Xenophobia,Germany,1993,109.95678191489357
Caunos - Chilliwack,Germany,1994,143.5546875
Caunos - Herzsprung 1,Germany,1994,135.99917763157896
Caunos - The Rhythm,Germany,1994,184.5703125
Cell-U-Loid - Mind Solution,Germany,1992,151.99908088235293
Centory - Can I Hear You More,Germany,1994,143.5546875
Centory - Eye In The Sky,Germany,1994,143.5546875
Centory - Make A Wish (Close Your Eyes) - Part I,Germany,1994,184.5703125
Centory - Make A Wish (Close Your Eyes) - Part II,Germany,1994,139.67483108108107
"Centory - Merry, Merry X-Mas",Germany,1994,139.67483108108107
Centory - Point Of No Return (Album Version,Germany,1994,143.5546875
Centory - Point Of No Return (Mutrone Club Mix),Germany,1994,143.5546875
Centory - Point Of No Return (The 12 Inch),Germany,1994,143.5546875
Centory - Point Of No Return (Trime 'N DELgado Remix),Germany,1994,143.5546875
Centory - Take It To The Limit (Extended Club Mix),Germany,1994,143.5546875
Centory - Take It To The Limit (No Limit Remix) (Single Size),Germany,1994,151.99908088235293
Centory - The Spirit,Germany,1994,120.18531976744183
Centory - What's On Your Mind,Germany,1994,139.67483108108107
Central Love - Experience Of A Beautiful Rainbow (House Of Roses-Mix) ,Germany,1994,139.67483108108107
Central Love - Experience Of A Beautiful Rainbow (Somewhere In The Paradise-Mix),Germany,1994,139.67483108108104
Central Love - Melody Of Darkness,Germany,1993,198.76802884615384
Centrifugal Force - Diatribe,Germany,1992,135.99917763157896
Centrifugal Force - Escapism,Germany,1992,143.5546875
Centrifugal Force - Force Funnkkk Innkkk,Germany,1992,129.19921875
Centrifugal Force - Retronic,Germany,1992,161.4990234375
Centrifugal Force - Trancesexual Healing,Germany,1992,105.46875
Chill 'N Force - Move Raver (Toya Mix) ,Germany,1994,143.5546875
Chill 'n' Force - I Feel Free,Germany,1994,169.44159836065575
Chill 'n' Force - I Feel Free (BrainVibe Mix),Germany,1994,169.44159836065572
Chill 'n' Force - Move Raver (House Is Not A Home Mix),Germany,1994,151.99908088235293
Chill 'n' Force - Move Raver (Kee Mo Mix),Germany,1994,156.6051136363636
Chill 'n' Force - Move Raver (Original Mix),Germany,1994,139.67483108108104
Chiron - I Show You (All My Lovin') (Club Mix),Germany,1994,156.0
Chiron - I Show You (All My Lovin') (Extended Version),Germany,1994,156.60511363636357
