,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh,bpm
0.0,0.065,0.9975161036393941,-1.9356196830721935,-11.557974836624513,9.62235515355232,0.0625,0.9977286308487161,-4.365813912419673,-10.215279635320766,5.849465722901092,0.03,0.9937270983917743,-10.731546811426547,-14.988899727891614,4.2573529164650665,0.0175,0.9999062217123591,-14.451853412544885,-81.43826361509738,66.98641020255249,151.99908088235293
1.0,0.0775,0.9947725286327797,-1.480405420684148,-11.120875398814505,9.640469978130357,0.08,0.9958481728899182,-1.1835898114399968,-6.53304703020248,5.349457218762484,0.03,0.9919048790124988,-9.272906854079682,-27.41625369798806,18.14334684390838,0.005,0.922102907176001,-57.206026248184216,-101.96923617131654,44.76320992313232,151.99908088235293
2.0,0.075,0.9985445396513799,-2.6112589908663435,-7.592365149924133,4.98110615905779,0.0725,0.998998347766182,-2.5351616124664234,-3.8666407036377186,1.3314790911712953,0.02,0.9892099456461481,-13.529488373353333,-24.457612014956965,10.928123641603632,0.005,0.7113112596362559,-61.92565597908502,-80.70084325253761,18.775187273452588,151.99908088235293
3.0,0.07,0.9957319865297402,-3.420471596589489,-45.19482105942637,41.77434946283688,0.0725,0.9971118830276863,-2.5496467300139947,-22.412360766960596,19.862714036946603,0.01,0.9882708322530531,-21.9890207274987,-54.212844170069374,32.223823442570676,0.005,0.6055836524581087,-68.46760922746608,-86.22919212819266,17.76158290072658,151.99908088235293
4.0,0.015,0.9952418610635035,-18.549833886352488,-20.81374508393528,2.263911197582793,0.015,0.992734295542375,-18.67368385669549,-25.383564515124014,6.709880658428524,0.005,0.9572019200832406,-38.81789999595189,-46.13209441944369,7.314194423491799,0.005,0.6386002671263026,-68.33086821326754,-90.4275217909874,22.096653577719863,151.99908088235293
5.0,0.0825,0.9996154769171836,-1.1858543557852332,-19.201360078651323,18.015505722866088,0.085,0.9998059725301727,-1.023573677798749,-2.63460491723343,1.611031239434681,0.04,0.9986832482622015,-7.059284011318993,-15.65899909261358,8.599715081294587,0.005,0.606310328141986,-46.33171984676163,-68.43626349719696,22.104543650435332,151.99908088235293
6.0,0.075,0.9997221573281649,-1.393518723708994,-6.249762234818819,4.856243511109825,0.0725,0.9999013055695448,-2.7173166727881664,-7.547200002793078,4.829883330004911,0.035,0.998828700475603,-9.988123767347822,-23.082021600885323,13.0938978335375,0.005,0.8417911568653776,-60.23613751612803,-82.61333452234075,22.377197006212718,151.99908088235293
7.0,0.07,0.9991309572242381,-2.39979309219916,-10.722413950474206,8.322620858275044,0.07,0.9995733776341177,-3.0476134972045097,-7.047559048721293,3.9999455515167837,0.025,0.9982732556088578,-13.426850333748027,-16.929905760097526,3.5030554263494995,0.005,0.9494224885921868,-55.46246387466137,-88.5067041075979,33.04424023293653,151.99908088235293
8.0,0.0575,0.9964249367056914,-3.5505935107244464,-10.473804684429766,6.923211173705319,0.0475,0.9958711570221447,-6.540353439613536,-10.729189056557926,4.18883561694439,0.025,0.9985854028083048,-12.629591817907574,-21.988526379565204,9.35893456165763,0.005,0.8870951234882867,-57.80871527688007,-76.23228990511846,18.42357462823839,151.99908088235293
9.0,0.065,0.996971493584816,-3.615327949193445,-7.182229458877366,3.566901509683921,0.065,0.9978698333616522,-4.03351577582686,-10.66753239739726,6.6340166215703995,0.015,0.9971280856731023,-17.519292898012058,-25.08759630082278,7.568303402810724,0.005,0.6569652240914581,-63.9549218614928,-72.05624881599464,8.101326954501836,151.99908088235293
