,PhaseSpace,ChannelCorrelation,PeakMeter,RMS,CrestFactor,PhaseSpaceLow,ChannelCorrelationLow,PeakMeterLow,RMSLow,CrestFactorLow,PhaseSpaceMid,ChannelCorrelationMid,PeakMeterMid,RMSMid,CrestFactorMid,PhaseSpaceHigh,ChannelCorrelationHigh,PeakMeterHigh,RMSHigh,CrestFactorHigh,bpm
0.0,0.025,0.5200099511277257,-12.958796148770679,-35.91970038958798,22.9609042408173,0.005,0.5882287393762481,-52.73192583120115,-80.50959058346011,27.777664752258957,0.0225,0.5411226830292167,-13.614476717839805,-39.49709638063114,25.882619662791335,0.01,0.3808634793747861,-24.505886288412995,-38.26557010592054,13.759683817507543,109.95678191489361
1.0,0.02,0.44887912399982155,-14.276490840951766,-22.464041105534534,8.187550264582768,0.005,-0.04482023958999512,-53.87724472029906,-78.4249927182209,24.547747997921846,0.0225,0.4406527879354448,-13.577302780071678,-22.741675531486642,9.164372751414964,0.01,0.554697030094534,-23.640310495118662,-37.68933728477024,14.049026789651577,109.95678191489361
2.0,0.025,0.4427064602577516,-12.176281292978256,-34.890139991072296,22.71385869809404,0.005,0.03899652358468216,-51.623267195074746,-56.62070829138605,4.997441096311306,0.025,0.47277959157570104,-12.050859439426295,-32.95943698439255,20.908577544966256,0.0075,0.2583598806527441,-25.0517743997121,-39.29022874934774,14.238454349635639,109.95678191489361
3.0,0.035,0.5825643282349363,-9.129774403555542,-31.867235659180444,22.7374612556249,0.005,-0.007270700513117423,-53.20705386377235,-62.547316711173416,9.340262847401064,0.035,0.5815619264369368,-9.020190833847096,-20.44477974737213,11.424588913525035,0.01,0.582329315978554,-23.675920772568254,-38.66629801528668,14.990377242718424,109.95678191489361
4.0,0.0375,0.4950135848403282,-8.521203422755022,-24.588703142647894,16.067499719892872,0.005,0.3438358536456763,-52.16121470636833,-62.96383775629834,10.802623049930013,0.0325,0.515806333100212,-10.027748311940615,-32.861605854345186,22.833857542404573,0.005,0.4203559524713598,-27.770105938807696,-39.230668116675446,11.46056217786775,109.95678191489361
5.0,0.03,0.49721287805565806,-10.271395834896207,-24.597160886378347,14.32576505148214,0.005,0.8171488373724131,-51.5800224530122,-58.67380110758691,7.093778654574713,0.0275,0.5217811433758057,-11.68565319345976,-28.23395296954116,16.5482997760814,0.01,0.2998900400275364,-23.6445866252947,-34.43040178493045,10.785815159635753,109.95678191489361
6.0,0.0225,0.5707280891353528,-12.966117819997693,-29.9780297962677,17.011911976270007,0.005,0.5953489976544205,-51.63245382950479,-80.89227786215136,29.25982403264657,0.02,0.599405948953846,-14.229247844638182,-31.428098129373524,17.198850284735343,0.005,0.3639834844252337,-26.212498477188877,-29.48604288063119,3.273544403442312,109.95678191489361
7.0,0.0275,0.19687806052286097,-11.432240229558545,-29.341800635538952,17.909560405980407,0.005,0.3272016368273268,-51.70466588460415,-64.91363596327085,13.208970078666702,0.025,0.19146624909724627,-10.595541997720538,-55.7235877386631,45.12804574094256,0.01,0.4698729722746828,-24.536603433089752,-32.88187183682942,8.345268403739666,109.95678191489361
8.0,0.0275,0.36595664065197,-10.924623985033977,-17.77582092378433,6.851196938750354,0.005,-0.058528479884405064,-52.203154882777014,-88.93011391800336,36.72695903522634,0.0275,0.36490960822787805,-11.920381419026436,-30.967649401121196,19.04726798209476,0.005,0.4713853254265035,-27.56744565726628,-35.808271186841104,8.240825529574824,109.95678191489361
9.0,0.03,0.6373306616627402,-11.490299667049392,-22.579667342707253,11.089367675657861,0.005,0.07885114569982944,-54.38952188358307,-62.28187433357509,7.892352449992018,0.025,0.6438753993643417,-12.609761353497719,-15.605046775643018,2.995285422145299,0.01,0.7132235735629315,-24.09238956633778,-60.55716156418923,36.46477199785145,109.95678191489361
